,bpm,keySig,chord2,chord3,chord4,chord5,chord6,chord7,chord8,chord9,chord10,chord11,chord12,chord13,chord14,chord15,chord16,chord17,chord18,chord19,chord20,chord21,chord22,chord23,chord24,chord25,chord26,chord27,chord28,chord29,chord30,chord31,chord32,song_name
12,0.6791068994612839,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0547945205479452,0.5205479452054794,0.0,0.0,0.0,0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.136986301369863,Bee_Gees_-_Stayin_Alive.mid
13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025974025974025976,0.0,0.0,0.0,0.1038961038961039,0.0,1.0,0.025974025974025976,0.0,0.0,0.15584415584415584,Black_Sabbath_-_Paranoid.mid
14,0.5376776789770884,0.4,0.0,0.0,1.0,0.45454545454545453,0.0,0.0,0.0,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.18181818181818182,0.0,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,BOLTON.Sitting_on_the_dock_of_the_bay.mid
15,0.44408385798662947,-0.2,0.0,0.0,0.07575757575757576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12121212121212122,0.0,0.0,0.015151515151515152,0.045454545454545456,0.0,1.0,0.030303030303030304,0.0,0.0,0.06060606060606061,Boogie-Wonderland-1.mid
16,0.6271824495359253,0.2,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2727272727272727,0.0,0.0,0.06060606060606061,0.09090909090909091,0.0,0.8484848484848485,0.0,0.18181818181818182,0.030303030303030304,0.8484848484848485,0.18181818181818182,0.6666666666666666,Born-To-Be-Alive-1.mid
17,0.7589407412215228,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.14285714285714285,0.0,0.02040816326530612,0.0,0.0,0.0,0.6938775510204082,0.0,0.0,0.0,0.0,0.0,0.0,0.10204081632653061,0.0,0.0,0.04081632653061224,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Brick-House-1.mid
18,0.4543389368468878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.05,0.0,0.0,0.0,0.6,0.0,0.0,BROWN.Try_me_James_Brown.mid
19,0.5385863568507822,-0.2,0.0,0.0,0.1111111111111111,0.0,0.0,0.041666666666666664,0.0,0.09722222222222222,0.0,0.0,0.0,0.013888888888888888,0.027777777777777776,0.0,0.0,0.0,0.0,0.013888888888888888,0.05555555555555555,0.013888888888888888,0.0,0.013888888888888888,0.0,0.0,0.013888888888888888,0.0,1.0,0.18055555555555555,0.0,0.0,0.06944444444444445,D.HARTMAN.Relight_my_fire_K.mid
20,0.6846887778282599,-0.4,0.0,0.0,0.0,0.0,0.0,0.11475409836065574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08196721311475409,0.0,0.04918032786885246,0.01639344262295082,0.0,0.0,0.01639344262295082,0.0,1.0,0.29508196721311475,0.0,0.0,0.08196721311475409,D.SUMMER.Hot_stuff_K.mid
21,0.8441617446615175,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.3620689655172414,0.0,0.0,0.0,0.0,0.0,0.05172413793103448,0.06896551724137931,0.0,0.0,0.05172413793103448,0.0,0.034482758620689655,0.0,0.13793103448275862,0.5517241379310345,0.0,0.017241379310344827,0.0,1.0,Disco-Inferno-1.mid
