,Unnamed: 0,bpm,key_signature,chords,song_name
0,0,184.0039254170756,C major,"['-', '-', 'i42', 'I', 'I7', 'vi', 'IV53', 'I', 'i', 'I', 'i42', 'I', 'I7', 'vi', 'IV53', 'I', 'i', 'I', 'i42', 'I53', 'I', 'vi', 'IV', 'I53', 'V7', 'I53', 'V', 'I53', 'I', 'vi', 'IV', 'I53', 'V7', 'I53', 'V', 'ii53', 'ii53', 'I53', 'I53', 'V6', 'v', 'iii64', 'ii53', 'ii53', 'I53', 'I53', 'V6', 'v', 'iii64', 'II', 'V', 'I53', 'I', 'vi', 'IV', 'I53', 'V7', 'I53', 'V', 'i', 'I65', 'vi', 'IV', 'I53', 'V7', 'I53', 'V', 'ii53', 'ii53', 'I53', 'I53', 'V6', 'v', 'iii64', 'ii53', 'ii53', 'I53', 'I53', 'V6', 'v', 'iii64', 'II', 'V', 'I53', 'I', 'vi', 'IV', 'I53', 'V7', 'I53', 'V', 'I53', 'I65', 'vi', 'IV', 'I53', 'V7', 'I53', 'vii', 'ii53', 'ii53', 'I53', 'I53', 'V6', 'v', 'v65', 'ii53', 'ii53', 'I53', 'I53', 'V6', 'v', 'iii64', 'II', 'V', 'I', 'I65', 'vi', 'IV', 'I53', 'V7', 'I53', 'V', 'I', 'iii', 'vi', 'IV', 'I53', 'V7', 'I53', 'vii', 'ii53', 'ii53', 'I53', 'I53', 'V6', 'v', 'v65', 'ii53', 'ii53', 'I53', 'I53', 'V6', 'v6', 'v65', 'II', 'V', 'I', 'iii', 'vi', 'IV', 'I53', 'V7', 'I53', 'V6', 'I', 'iii', 'vi', 'IV', 'I53', 'V7', 'I53', 'vii', 'ii53', 'ii53', 'I53', 'I53', 'V6', 'v', 'v', 'ii53', 'ii53', 'I53', 'I53', 'V6', 'v', 'v', 'II', 'V', 'I', 'iii', 'vi', 'IV', 'I53', 'V7', 'I53', 'iii64', 'I', 'I65', 'vi', 'IV', 'I53', 'V53', 'I53', 'vii', 'ii53', 'ii53', 'I53', 'I53', 'V6', 'v', 'v', 'ii53', 'ii53', 'I53', 'I53', 'V6', 'v', 'v', 'II', 'V', 'I53']",C Moon
0,0,90.00009000009,E- major,"['i', 'vi43', 'i', '#iii', 'i', 'vi', 'I', 'i6', 'i64', 'ii', 'i53', 'vi43', 'i64', 'ii', 'i53', 'vi43', 'i', 'vi', 'i', '#iii', 'i', 'vi', 'i', '#iii', 'i', 'vi64', 'i', '#iii65', 'i', 'vi64', 'i', '#iii', 'i64', 'ii', 'i53', 'vi43', 'i64', 'ii', 'i53', 'vi43', 'i', 'vi', 'i', '#iii', 'i', 'vi', 'i', '#iii', 'i', 'vi64', 'i', '#iii65', 'i', 'vi64', 'i', '#iii', 'i', 'vi', 'i', '#iii', 'I', 'vi43', 'vi65', '#iii53', 'I', 'vi43', 'vi65', 'vi43', 'i64', 'vi', 'i', 'i6', 'i64', 'vi', 'i53', 'iii', 'i', 'vi43', 'i', '#iii7', 'i', 'vi43', 'I']",C U When U Get There
0,0,97.00010993345792,c minor,"['-', '-', 'iv', '#vi', 'i', 'i', 'i', '#vi', 'i', 'i', 'i7', 'i', 'I', 'I53', 'i', 'I', '#iii65', '#iii65', 'v42', 'iv', 'I', 'i', 'i', 'ii65', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'v', 'v', 'iv', 'iv', 'i', 'i', 'v', 'iv', 'i', 'i', 'i', 'i', 'v', 'v', 'iv', 'iv', 'i', 'i', 'v', 'iv', 'i', 'i', 'I64', 'i', 'i', 'i', 'i', 'i', 'v', 'v', 'iv', 'iv', 'i', 'i', 'v', 'iv', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'v', 'v', 'iv', 'iv', 'i', 'i', 'v', 'iv', 'i', 'i', 'I53', 'i', 'i', 'i', 'i', 'i', 'v', 'v', 'iv', 'iv', 'i', 'i', 'v', 'iv', 'i', 'i', 'v', 'iv', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i']",C'e ancora qualcuno
0,0,94.00204297773404,A major,"['-', 'ii', 'ii', 'v7', 'v', 'bVII53', 'IV53', 'bVII53', 'IV53', 'ii53', 'v6', 'ii', 'bVII7', 'ii', 'IV65', 'bVII53', 'bVII53', 'vi65', 'bVII43', 'I53', 'ii64', 'bVII64', 'iv', 'bVII53', 'ii53', 'v65', 'ii53', 'bVII53', 'ii53', 'iii', 'bVII53', 'bVII64', 'I53', 'bVII64', 'I64', 'i', 'IV53', 'i', 'I6', 'I53', 'ii', 'ii', 'bVII64', 'ii53', 'bVII6', 'ii53', 'bvii43', 'ii53', 'bVII6', 'ii53', 'v7', 'I64', 'bv', 'I64', 'v', 'v', 'I53', 'bv', 'I53', 'iii53', 'vi43', 'iii53', 'vi43', 'iii53', 'vi43', 'iii53', 'vi43', 'iii6', 'vi43', 'iii6', 'vi43', 'iii6', 'vi43', 'iii53', 'I7', 'iii', 'I64', 'I64', 'I53', 'I53', 'V53', 'I53', 'V53', 'iii53', 'vi43', 'iii53', 'vi43', 'iii53', 'vi43', 'iii53', 'vi43', 'iii6', 'vi43', 'iii6', 'vi43', 'iii6', 'vi43', 'iii', 'vi7', 'vi7']",C'e da fare
0,0,76.00006586672376,F major,"['-', 'i', 'i', 'bVII', 'v', 'v', 'v7', 'i43', 'i7', 'i', 'v', 'i', 'IV64', 'v65', 'I', 'iv', 'v43', 'V', '#ii65o7', 'V', 'v', 'v', 'V53', 'I42', 'vi64', 'II42M7', 'I42', 'vi64', 'vi65', 'V64', 'i', 'iv', 'v', 'i', 'IV', 'i', '#v65', 'v64', '#ii7', 'iv', 'i', 'I53', 'vi6', 'ii42', 'I', 'IV64', 'v', 'i', 'v', 'I6', 'vi64', 'II42M7', 'I6', 'I64', 'ii42', 'I', 'vi64', 'IV64', 'I', 'IV53', 'i', 'i', 'ii42', 'i']",C'e tutto un mondo intorno.1
0,0,76.00006586672376,F major,"['-', 'i', 'i', 'i', 'v', 'i', 'v65', 'i43', 'i42', 'i43', 'i', 'i', 'IV64', 'v65', 'I', 'iv', '#v', 'V', '#ii65o7', 'V', 'v', 'v', 'V53', 'I', 'I65', 'ii42', 'I', 'vi64', '#iv64', '#v', 'i', '#v42', 'v', 'i', 'i', 'IV', 'i', 'I42M7', '#v65', 'v43', 'i', '#ii7', 'i', '#v', 'i', 'I', 'I', 'vi', 'i', 'I', 'vi', 'ii7', 'v53', 'i', 'iv', 'I53', 'vi64', 'IV', 'i', 'I', 'IV', 'ii42', 'I', 'vi64', 'I', 'ii42', 'I', 'IV6', 'iv', 'iv', 'iv', 'i', 'i', 'i', 'ii42']",C'e tutto un mondo intorno
0,0,110.00011000011,A major,"['-', 'bVI65', 'bvii7', 'iv43', 'bvii7', 'bVI6', 'i53', 'bVI7', 'iv', 'i6', 'iv7', 'bVI42', 'iv7', 'i53', 'bvii', 'iv53', 'iv53', 'i53', 'iv', 'iv53', 'bII65', 'i65', 'i', 'iv53', 'bII42', 'bv', 'iii65', 'bv', 'bv', 'iii65', 'bv', 'vii42', 'bv', 'bvi', 'bv6', 'bvi', 'bvi', 'V53', 'bv53', 'iii', 'v', 'ii53', 'V53', 'V53', 'bVII53', 'ii6', 'v', 'vi6', 'vi7', 'iii53', 'vi53', 'vi', 'ii7', 'I65', 'I53', 'V64', 'V53', 'I64', 'v7', 'vi', 'v', 'I64', 'ii53', 'V53', 'i', 'v7', 'ii', 'v', 'vi53', 'I53', 'I43', 'vi53', 'vi', 'iii43', 'vi53', 'iii', 'iii65', 'iii43', 'iii7']",C'e una strada in cielo
0,0,124.000248000496,F major,"['-', 'i7', 'i43', 'vii43', 'v', 'I7', 'V53', 'vii43', 'v', 'i', 'V', 'IV', 'v', 'I64', 'V53', 'IV', 'V64', 'I64', 'V53', 'IV', 'V64', 'I53', 'IV64', 'V53', 'I53', 'I53', 'IV64', 'II53', 'V64', 'i42', 'V53', 'i42', 'V53', 'iv42', 'vi65', 'iv42', 'v', 'v', 'i', 'i', 'IV64', 'IV64', 'V64', 'V53', 'I6', 'v', 'i', 'v', 'IV', 'iii65', 'i', 'V', 'IV', 'v', 'I64', 'V53', 'IV', 'V64', 'I64', 'V53', 'IV', 'V64', 'I53', 'IV64', 'V53', 'I53', 'I53', 'IV64', 'II53', 'V64']",C'era un ragazzo che come me amava i Beatles e i Rolling Stones.1
0,0,123.00022140039852,F major,"['-', 'i43', 'i43', 'vii43', 'v', 'I43', 'V', 'IV', 'v', 'I', 'V64', 'IV6', 'V', 'I53', 'V53', 'IV53', 'V53', 'I64', 'V6', 'IV6', 'V53', 'I53', 'IV53', 'V53', 'I53', 'I64', 'IV53', '#iv6', 'V64', 'i', 'V53', 'i', 'V64', 'iv7', 'vi53', 'vi', 'vii42', 'V', 'I53', 'I53', 'IV6', 'IV6', 'V6', 'V6', 'I64', 'V53', 'I53', 'V53', 'IV53', 'V53', 'I6', 'V53', 'IV53', 'V53', 'I64', 'V53', 'IV53', 'V53', 'I64', 'V6', 'IV6', 'V53', 'I53', 'IV53', 'V53', 'I53', 'I53', 'IV53', '#iv6', 'V64', 'i', 'V53', 'i', 'V64', 'vii', 'IV', 'V', 'V', 'v', 'I53', 'I53', 'IV6', 'IV6', 'V6', 'V6', 'I53', 'V53', 'I53', 'I53', 'IV6', 'IV6', 'V6', 'V6', 'I53', 'V53', 'I64', 'I64', 'I']",C'era un ragazzo che come me amava i Beatles e i Rolling Stones
0,0,124.000248000496,F major,"['i', 'i7', 'i43', 'vii43', 'v', 'I7', 'V53', 'IV', 'v', 'i43', 'V53', 'vii43', 'iii6', 'V', 'iv', 'V53', 'I64', 'V53', 'V42', 'I53', 'IV64', 'V53', 'I6', 'I53', 'IV64', 'V64', 'i', 'V53', 'V6', 'i', 'I', 'i', 'iv', 'ii6', 'v', 'i', 'I64', 'V53', 'IV7', 'v', 'i43', 'V53', 'vii43', 'V', 'V', 'iv', 'V53', 'i', 'V53', 'V42', 'I53', 'IV64', 'V53', 'I6', 'I53', 'IV64', 'V64', 'i', 'V53', 'V6', 'i', 'ii', 'i', 'I53', 'IV', 'v', 'i', 'i', 'IV64', 'V53', 'iii', 'i', 'i', 'IV53', 'IV53']",C'era un ragazzo.1
0,0,123.9999917333339,F major,"['-', 'i7', 'i43', 'vii43', 'v', 'I7', 'V53', 'vii43', 'v', 'i', 'V', 'IV', 'v', 'I64', 'V53', 'IV', 'V64', 'I64', 'V53', 'IV', 'V64', 'I53', 'IV64', 'V53', 'I53', 'I53', 'IV64', 'II53', 'V64', 'i42', 'V53', 'i42', 'V53', 'iv42', 'vi65', 'iv42', 'v', 'v', 'i', 'i', 'IV64', 'IV64', 'V64', 'V53', 'I6', 'v', 'i', 'v', 'IV', 'iii65', 'i', 'V', 'IV', 'v', 'I64', 'V53', 'IV', 'V64', 'I64', 'V53', 'IV', 'V64', 'I53', 'IV64', 'V53', 'I53', 'I53', 'IV64', 'II53', 'V64']",C'era un ragazzo
0,0,113.99995440001824,A- major,"['-', '-', '#iii64', '#iii64', '#iii64', '#iii64', '#ii', '#ii', '#ii', '#ii', 'v53', 'v53', 'v53', 'v53', 'v53', 'v53', 'v53', 'v53', 'v53', 'v53', 'v53', 'v53', 'v53', 'v53', 'v53', 'v53', 'v53', 'v53', 'v53', 'v53', 'v53', 'v53', 'iii64', 'II64', 'iii64', 'II53', 'iii64', 'II53', 'iii64', 'II53', 'v53', 'v6', 'v53', 'v53', 'v53', 'v53', 'v53', 'v53', 'v53', 'v53', 'v53', 'v53', 'v53', 'v53', 'v53', 'v53', 'v53', 'v53', 'v53', 'v53', 'v53', 'v53', 'v53', 'v53', 'v53', 'v53', 'iii64', 'II64', 'iii64', 'II53', 'iii64', 'II53', 'iii64', 'II53', 'v53', 'v6', 'v53', 'v53', 'V64', 'V64', 'vi', 'vi', 'v', '#iii', 'II64', 'II64', 'iii64', 'iii64', 'v6', 'v6', 'iii64', 'v', 'vi', 'vi', 'v64', 'v64', 'iii64', 'II64', 'iii64', 'II53', 'iii64', 'II53', 'iii64', 'II53', 'v53', 'v6', 'iii64', 'II64', 'iii64', 'II53', 'iii64', 'II53', 'iii64', 'II53', 'v53', 'v6', 'iii64', 'II64', 'iii64', 'II53', 'iii64', 'II53']",C'est comme vous voulez
0,0,97.99118079372856,B- major,"['-', '-', 'VII53', 'ii64', 'iv', 'V53', 'i53', 'III64', 'IV6', 'IV53', 'VII6', 'V7M7', 'V53', 'i64', 'i53', 'i7', 'III64', 'IV64', 'VII6', 'V7M7', 'V53', 'i64', 'i53', 'i7', 'III64', 'IV53', 'VII53', 'ii64', 'iv', 'V53', 'i53', 'III64', 'IV6', 'IV53', 'VII6', 'v7', 'V53', 'i64', 'i53', 'III6', 'III64', 'IV53', 'VII53', 'v7', '#v', 'i64', 'III53', 'III6', 'iii', 'IV6', 'VII53', 'ii64', 'iv', 'V53', 'i53', 'III64', 'IV6', 'IV53', 'VII53', 'ii64', 'iv', 'V53', 'i53', 'III64', 'IV6', 'IV53', 'ii53', '#vii6', 'V64', 'i64', 'III53', 'III53', 'III64', 'IV6', 'VII6', '#vii53', 'V53', 'i64', 'III53', 'III6', 'III64', 'IV6']",C'est ma vie.1
0,0,97.99118079372856,B- major,"['-', '-', 'VII53', 'ii64', 'iv', 'V53', 'i53', 'III64', 'IV6', 'IV53', 'VII6', 'V7M7', 'V53', 'i64', 'i53', 'i7', 'III64', 'IV64', 'VII6', 'V7M7', 'V53', 'i64', 'i53', 'i7', 'III64', 'IV53', 'VII53', 'ii64', 'iv', 'V53', 'i53', 'III64', 'IV6', 'IV53', 'VII6', 'v7', 'V53', 'i64', 'i53', 'III6', 'III64', 'IV53', 'VII53', 'v7', '#v', 'i64', 'III53', 'III6', 'iii', 'IV6', 'VII53', 'ii64', 'iv', 'V53', 'i53', 'III64', 'IV6', 'IV53', 'VII53', 'ii64', 'iv', 'V53', 'i53', 'III64', 'IV6', 'IV53', 'ii53', '#vii6', 'V64', 'i64', 'III53', 'III53', 'III64', 'IV6', 'VII6', '#vii53', 'V53', 'i64', 'III53', 'III6', 'III64', 'IV6']",C'est ma vie
0,0,64.0,e- minor,"['-', 'i', '#vi7', 'i', 'v', 'v', 'v', '##iii42', '##iii7', 'i', 'v', '#ii', '##iii', 'i', 'v', '#ii', '##iii', 'i', 'v', '#vi7', '##iii42', '#v', '#vi42', '#vi', 'v', 'ii', 'i', 'ii42', 'i', 'i', 'i', '#ii', '##iii', 'i', 'v', '#vi53', '##iii42', '#v', '#vi42', '#vi', 'v', 'ii', 'i', 'ii42', 'i', '#v', 'i', 'i', 'i', 'I', '##iii', 'ii', 'v', 'I', '##iii', 'ii', 'v', 'i', 'i', 'i', '##iii65', '##iii42']",C'est pour toi
0,0,116.00030933415822,A- major,"['-', '-', '#iii53', '#iii42', '#V6', 'v65', '#iii', 'ii', 'v', 'iii6', 'iii42', '#iii42', 'V53', 'iii6', 'iii42', 'ii', 'V', 'iii6', 'iii42', '#iii42', 'iii42', '#iii43', '#ii7', 'III65', '#I', '#V', '#iii6', '#vii6', 'v65', 'iii42', 'iii42', 'ii', 'V53', 'iii6', 'iii42', '#iii42', 'v', 'iii', 'vi7', 'ii', '#iii', 'iii', 'vi', '#iii42', 'iii6', '#vii65', 'vii7', 'iii', 'vii6', 'II', 'iii', 'iii', 'II', 'iii65', '#IV65', 'vi', '#vii6', 'II', 'iii', '#iv7', 'vii6', 'iii65', 'v', 'v', '#vii42o7', '#vi42', 'v', 'iii', 'VI42M7', 'vii65', 'II6', 'iii', 'II', 'vii', 'V7', 'vi', '#vii65', 'vii7', 'iii7', 'vi', 'v6', 'v7', 'iii', 'v', '#i', 'v', 'v', 'ii']",C'est si bon
0,0,181.0009351714984,A major,"['bbiii', '-', 'bv', 'bv', 'bv', 'bv', 'V53', 'I', 'I53', 'iii42', 'V53', 'I', 'I53', 'iii42', 'v', 'bV7', 'v', 'bV', 'bV', 'iii65', 'v', 'biii65', 'I53', 'bv', 'I53', 'bv', 'V53', 'iii42', 'V53', 'I', 'I53', 'iii42', 'V53', 'I', 'I53', 'iii42', 'v', 'bV7', 'v', 'bV', 'bV', 'iii65', 'v', 'biii65', 'I53', 'bv', 'I53', 'bv', 'v', 'iii42', 'V53', 'I', 'I53', 'iii42', 'V53', 'I', 'I53', 'iii42', 'v', 'bV7', 'v', 'bV', 'bV', 'iii65', 'v', 'biii65', 'I53', 'bv', 'I53', 'bv', 'v', 'iii42', 'V53', 'I', 'I53', 'iii42', 'V53', 'I', 'I53', 'iii42', 'V53', 'I', 'I53', 'iii42', 'V53', 'I', 'I53', 'V53']",C'Mon Everybody
0,0,73.0006935065883,C major,"['-', 'ii42', 'III53', 'III', 'iii', 'III', 'iii', 'i53', 'iii', 'VII53', 'iv', 'i', 'I53', 'I53', 'I53', 'I53', 'I53', 'I53', 'I53', 'I53', 'III53', 'III53', 'III', 'III', 'iv42', 'i', 'iv43', '#v7', 'iv', 'iv', 'I53', 'I53', 'I53', 'I53', 'I53', 'I53', 'I53', 'I53', 'i', 'iii', 'i', 'iv7', 'III', 'iv7', 'III', 'iv7', 'i', 'III53', 'III', 'III', 'III', 'iv42', 'i', 'i', 'VII53', 'iv', 'i', 'I53', 'I53', 'I53', 'I53', 'I53', 'I53', 'I53', 'I53', 'iv', 'iv42', 'i', 'vii', 'i', 'iii', 'i', 'iv43', 'i', 'I7', '#vii65', 'I', '#vi6', 'I']",C'Mon People
0,0,81.000081000081,E major,"['-', 'I64', 'I64', 'I', 'bi53', 'vi6', 'iv', 'iv', 'I53', 'ii64', 'vi53', 'IV6', 'I53', 'I53', 'I53', 'I53', 'I53', 'I53', 'I53', 'I53', 'I53', 'iv42', 'bII42', 'vi7', 'vi65', 'ii', 'bi53', 'bi6', 'bi', 'iii65', 'bi', 'iii', 'vi7', 'bv', 'v', 'v', 'vi43', 'iii7', 'iii42', 'vi7', 'bv', 'bi53', 'bi6', 'iii', 'iii42']",Ca va pas changer le monde
