,bpm,key_signature,chords,song_name
0,173.00040366760857,D major,"['vi42', 'I53', 'I53', 'V53', 'I6', 'I6', 'I6', 'I53', 'V53', 'I6', 'I53', 'I6', 'I53', 'v', 'I7', 'I53', 'I53', 'vi7', 'vi42', 'V53', 'I53', 'I53', 'I53', 'vi65', 'V53', 'I53', 'I53', 'I6', 'I53', 'vi42', 'V53', 'I53', 'I53', 'I6', 'I53', 'V53', 'I53', 'I53', 'I53', 'I53', 'iii42', 'I53', 'I53', 'I53', 'vi65', 'V53', 'I53', 'I53', 'I53', 'I53', 'vi42', 'V53', 'I53', 'I53', 'I53', 'I53', 'V53', 'I', 'I53', 'I53', 'I53', 'vi7', 'V53', 'I53', 'I53', 'I6', 'V53', 'I6', 'I53', 'I6', 'I6', 'V53', 'I53', 'I6', 'vi42', 'vi42', 'I', 'vi42', 'I', 'I53', 'i', 'V', 'I53', 'I6', 'I53', 'I6', 'V53', 'I53', 'I53', 'I6', 'I53', 'V53', 'I6', 'I53', 'I6', 'I53', 'v', 'V53', 'I53', 'I6', 'I53', 'vi7', 'V53', 'vi', 'vi7', 'I53', 'I53', 'vi42', 'iii65', 'I53', 'I53', 'I53', 'I53', 'v', 'V', 'I53', 'I53', 'vi7', 'I64', 'iii43', 'I6', 'I53', 'I6', 'I64', 'V53', 'I6']",(Don't Mess With) My Toot Toot
0,142.00007100003552,C major,"['-', 'vi42', 'iii', 'vi42', 'iii', 'vi7', 'v42', 'vi42', 'v42', 'I', 'vi42', 'vi42', 'vi42', 'i', 'vi42', 'vi42', 'vi42', 'IV53', 'ii', 'I65', 'iii65', 'v42', 'V', 'v42', 'vi42', 'V42', 'V', 'v42', 'I', 'I', 'vi', 'vi42', 'v', 'v42', 'vi', 'vi42', 'V', 'V42', 'vi42', 'IV', 'vi', 'vi', 'vi', 'iii', 'vi42', 'iii', 'vi7', 'v42', 'vi42', 'v42', 'I', 'i', 'vi42', 'vi42', 'I', 'v42', 'vi42', 'vi', 'vii', 'vi53', 'I65', 'iii65', 'i', 'iii65', 'i', 'iii65', 'ii65', 'iii65', 'iv', 'V', 'v42', 'vi42', 'V42', 'V', 'v42', 'I', 'vi53', 'i', 'v', 'V', 'IV', 'vi42', 'v', 'V', 'IV', 'vi7', 'v42', 'vi', 'vi', 'vi', 'iv', 'V42', 'V42', '#v42', 'iv', 'V42', 'V42', '#v7', 'v42', 'V6', '#v', 'V42', 'iv', 'V65', '#v7', 'iv', 'i', 'V', 'V', 'V42M7', 'iv', 'V7', '#v43', 'ii', 'iv', 'v7', 'v', 'ii', '#v42', 'v7', 'V', 'vi42', 'v42', 'vi42', 'v42', 'vi7', 'v42', 'vi7', 'v42', 'I', 'vi42', 'vi42', 'IV', 'I', 'vi42', 'vi7', 'vi42', 'IV53', 'vi53', 'IV53', 'I', 'ii65', 'ii', 'ii65', 'ii', 'ii65', 'vi', 'ii65', 'iii65', 'ii65', 'vi7', 'ii65', 'vi7', 'ii65', 'vi7']",(Dont Fear) The Reaper
0,66.00006600006601,C# major,"['-', 'biv', 'i53', 'bbvii', 'i53', 'i', 'i53', 'i7', 'i53', 'biv', 'i53', 'bbvii', 'bbiii', 'bbvii', 'bbiii', 'bbiii', 'bbiii', 'biv', 'bbiii', 'i', 'i', 'i', 'i', 'i64', 'bbvii', 'i53', 'i', 'bbiii', 'bbiii', 'bbiii', 'bbiii', 'bbiii', 'i', 'biii', 'biii', 'bbiii', 'iv', 'i', 'bbiii', 'bbiii', 'bbiii', 'bbiii', 'biv', 'iv', 'i', 'bbvii', 'i7', 'biv', 'bbiii', 'bi64', 'bbiii', 'bi64', 'i', 'i65', 'iv53', 'iv53', 'biv', 'i64', 'iv7', 'biv', 'biv', 'i64', 'iv7', 'biv', 'biv']",(Everything I Do) I Do It For You.1
0,66.00006600006601,C# major,"['-', 'biv', 'i53', 'bbvii', 'i53', 'i', 'i53', 'i7', 'i53', 'biv', 'i53', 'bbvii', 'bbiii', 'bbvii', 'bbiii', 'bbiii', 'bbiii', 'biv', 'bbiii', 'i', 'i', 'i', 'i', 'i64', 'bbvii', 'i53', 'i', 'bbiii', 'bbiii', 'bbiii', 'bbiii', 'bbiii', 'i', 'biii', 'biii', 'bbiii', 'iv', 'i', 'bbiii', 'bbiii', 'bbiii', 'bbiii', 'biv', 'iv', 'i', 'bbvii', 'i7', 'biv', 'bbiii', 'bi64', 'bbiii', 'bi64', 'i', 'i65', 'iv53', 'iv53', 'biv', 'i64', 'iv7', 'biv', 'biv', 'i64', 'iv7', 'biv', 'biv']",(Everything I Do) I Do It For You.2
0,67.00002903334592,F# major,"['bi42', 'biv', 'bbiii', 'iv', 'bbiii', 'i', 'i53', 'bbvii', 'i64', 'i', 'biv', 'bbvii', 'bbiii', 'bbiii', 'iv42', 'bbiii', 'iv42', 'biv', 'bbiii', 'biv', 'biv', 'biv', 'biv43', 'bbvii', 'bbiii6', 'biv', 'biv', 'bbvii', 'bbiii', 'bbiii', 'bbiii', 'bbiii', 'bbiii', 'biv', 'bi6', 'bbvii', 'bbvii', 'bbiii', 'bIII53', 'bbiii', 'iv', 'biv', 'bbiii', 'bbIII53', 'bbiii', 'i64', 'i', 'v42', 'biv', 'i', 'v42', 'v42', 'biv', 'i53', 'bbiii', 'bi64', 'bbiii', 'bbiii', 'biv', 'bbiii', 'bbvii', 'iv64', 'iv', 'biv', 'bbiii', 'bbvii', 'i', 'i42', 'bbvii', 'v7', 'bbiii', 'i53', 'bbvii', 'bbvii', 'biv', 'i64', 'iv', 'iv', 'i43', 'i', 'iv', 'i42', 'i43', 'i', 'iv', 'i', 'i43', 'i', 'iv', 'iv', 'i43', 'i', 'iv', 'iv', 'i43', 'i', 'iv', 'iv', 'i43', 'biv', 'iv', 'iv', 'i43', 'i', 'iv']",(Everything I Do) I Do It For You.3
0,119.99999999999999,C major,"['-', '-', '-', 'i', 'i', 'i', 'v', 'iv', 'iv', 'i', 'i', 'I', 'i', 'vii', 'i', 'IV64', 'vi', 'i', 'i', 'I', 'I', 'V', 'i', 'IV64', 'vi', 'I64', 'V53', 'ii64', 'I6', 'ii', 'iii65', 'ii53', 'I6', 'ii6', 'vii43', 'I6', 'I64', 'v', 'V64', 'i', 'i', 'i', 'i', 'i', 'i', 'V', 'i', 'IV64', 'IV53', 'v', 'v', 'I53', 'I', 'i', 'i', 'IV64', 'iv', 'I64', 'V53', 'ii53', 'ii53', 'ii64', 'ii', 'vii', 'ii', 'ii53', 'ii', 'I64', 'iv', 'v7', 'iii65', 'i', 'i', 'I53', 'I53', 'bVII53', 'bVII', 'biii', 'biii', 'bVII53', 'bVII53', 'iv', 'iv7', 'I53', 'i', 'v7', 'v7', 'II53', 'v', 'V42M7', 'v', 'v', 'iii65', 'iv', 'ii65', 'iv', 'IV53', 'vi7', 'vi65', 'I53', 'I', 'IV', 'iv', 'iv', 'iv', 'I', 'i', 'I53', 'i42', 'III', 'ii', 'v', 'v', 'V43', 'V42', 'V53', 'V53', 'i', 'i', 'V6', 'v', 'IV6', 'IV6', '#v7', 'III42', '#v7', '#v42', 'I53', 'i', 'v43', 'V53', 'IV53', 'ii53', 'i', 'iii65', 'I53', 'i', 'i', 'i', 'i']",(Everything I Do) I Do It For You.4
0,70.00023333411112,C major,"['-', 'i', 'i7', 'i7', 'i', 'i7', 'i', 'vii', 'vi', 'V', 'I53', 'i7', 'IV53', 'V', 'ii7', 'ii53', 'ii53', 'ii', 'i', 'v', 'i', 'i', 'i', 'IV', 'vii', 'I53', 'i', 'IV6', 'i43', 'ii53', 'ii53', 'IV', 'ii64', 'i', 'v', 'I53', 'ii42', 'bIII64', 'iv', 'v', 'v', 'V', 'iv', 'IV', 'I', 'IV6', 'IV53', 'I53', 'I53', 'ii53', 'V64', 'ii7', 'V53', 'I53', 'V53', 'iv', 'iv', 'iv', 'iii', 'v', 'iv', 'I53']",(Everything I Do) I Do It For You.5
0,120.00768049155145,C major,"['i', 'I53', 'iv', 'i', 'i', 'iv', 'ii42', 'i', 'i', 'I', 'I53', 'vii', 'V64', 'IV64', 'IV64', 'i', 'v', 'I', 'I', 'V', 'i', 'IV64', 'IV53', 'I64', 'V53', 'ii53', 'I6', 'ii', 'iii65', 'ii53', 'I6', 'ii6', 'vii43', 'I64', 'iv', 'v', 'V53', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'iv', 'IV53', 'v', 'I53', 'I53', 'i', 'i', 'iv', 'i', 'V53', 'ii53', 'ii53', 'ii', 'vii', 'vi42', 'ii53', 'I53', 'iv', 'v7', 'i', 'I53', 'bvii', 'bVII53', 'biii', 'biii', 'bVII53', 'bVII53', 'iv', 'iv42', 'I53', 'i', 'v7', 'II53', 'II53', 'V42M7', 'v', 'v', 'v', 'iv', 'ii65', 'iv', 'IV65', 'i', 'I53', 'I53', 'IV', 'iv', 'iv', 'iv', 'I', 'I53', 'i53', 'III', 'III42', 'v', 'v', 'vii65', 'i', 'V53', 'i', 'i', 'V6', 'v', 'IV6', 'IV6', '#v7', '#v7', 'I', 'i', 'v43', 'i', 'IV53', 'ii53', 'i', 'I53', 'i', 'i', '-']",(Everything I Do) I Do It For You.6
0,66.00006600006601,C# major,"['-', 'biv', 'i53', 'i7', 'i53', 'i', 'i53', 'i7', 'i53', 'biv', 'i53', 'bbvii', 'bbiii', 'bbvii', 'bbiii', 'bbiii', 'bbiii', 'biv', 'bbiii', 'i', 'i', 'biv', 'i53', 'v42', 'bbiii', 'biv', 'i53', 'iv', 'bbiii', 'iv42', 'bbiii', 'iv42', 'bbiii', 'i', 'bbiii', 'i', 'biv', 'bbiii', 'biii', 'bvii', 'iv', 'i', 'bbiii', 'bbiii', 'bbiii', 'bbiii', 'biv', 'iv', 'biv', 'i', 'bbvii', 'bbvii', 'biv', 'biv', 'bbiii', 'bi64', 'bbiii', 'bi64', 'biv', 'bbiii', 'iv', 'iv53', 'iv53', 'v7', 'i64', 'i65', 'i', 'v7', 'i64', 'i65', 'i']",(Everything I Do) I Do It For You
0,74.000074000074,A major,"['-', '-', 'I7', 'ii42', 'I7', 'ii42', 'v7', 'IV7', 'iii7', 'IV', 'I7', 'IV7', 'iii7', 'IV', 'I64', 'V', 'iii7', 'IV53', 'v', 'V', 'iii7', 'IV53', 'v', 'v', 'IV7', 'iii7', 'IV', 'I7', 'IV7', 'iii7', 'IV', 'I53', 'V', 'iii7', 'IV53', 'v', 'V', 'iii7', 'IV53', 'v', 'v', 'IV7', 'iii7', 'IV', 'I7', 'IV7', 'iii7', 'IV', 'I53', 'V', 'iii7', 'IV53', 'v', 'V', 'iii7', 'IV53', 'v', 'bvi', 'bV7', 'iv7', 'bV', 'bII7', 'bV7', 'iv7', 'bV', 'bII53', 'bII', 'iv6', 'biii42', 'iv6', 'biii42', 'bV7', 'iv7', 'bV', 'bII7', 'bV7', 'iv7', 'bV', 'bII53', 'bv43', 'bII64', 'bII']",(Hey There) Lonely Girl
0,67.00002903334592,b minor,"['iii', 'III64', 'III6', 'i53', 'VI64', 'VII7M7', 'VI', 'i6', 'iii', 'III6', 'i53', 'i6', 'iv', 'VI53', 'i53', 'III6', 'III42', 'ii', 'ii', 'v53', 'ii64', 'III6', 'i53', 'III', 'VI', 'i', 'v65', 'III64', 'v', 'v', 'VII7', 'v53', 'VII', 'i64', 'VI43', 'v65', 'VI53', 'i', 'III64', 'i6', 'VI', 'iv']",(I Can't Help) Falling In Love With You.1
0,68.0000725334107,C major,"['I65', 'i', 'iv42', 'V6', 'V', 'I', 'iii42', 'I53', 'VI64', 'vi', 'VI64', 'ii6', 'V42M7', 'i', 'I53', 'iii', 'V53', 'vii42', 'I53', 'I', 'i7', 'V', 'I', 'iv42', 'V6', 'V', 'ii42', 'iii42', 'I53', 'VI', 'VI', 'VI', 'ii', 'v42', 'V', 'I', 'I', 'V6', 'IV6', 'I', 'iii42', 'I53', 'iii', 'VI', 'VI', 'ii', 'v42', 'V', 'I', 'iv42', 'V6', 'vi7', 'I', 'iii42', 'I53', 'V', 'I53', 'I', 'i7', 'V', 'I53', 'I', 'i7', 'vi', 'iii7', 'I', 'i7', 'vi7', 'I53', 'i', 'i7']",(I Can't Help) Falling In Love With You.2
0,86.00054467011626,D major,"['-', '-', 'V', 'I', 'vi43', 'V6', 'V', 'IV42', 'V', 'I53', 'IV', 'i43', 'i7', 'I64', 'V64', 'I64', 'iii53', 'i', 'i43', 'vi42', 'iii53', 'vi7', 'I6', 'V64', 'i', 'i', 'I64', 'i', 'I64', 'i', 'I64', 'i', 'I53']",(I Can't Help) Falling In Love With You
0,121.03020914020138,F major,"['-', 'ii6', 'vii64', 'i', 'I6', 'I6', 'ii', 'ii', 'ii6', 'V42', 'I6', 'I6', 'I6', 'I64', 'ii', 'II65M7', 'V64', 'I6', 'ii', 'I6', 'I6', 'ii', 'v42', 'ii6', 'V42', 'I6', 'I6', 'I6', 'IV6', 'iii7', 'II65M7', 'V43M7', 'I53', 'I6', 'IV53', 'IV64', 'I6', 'II42M7', 'II53', 'V64', 'V43M7', 'I6', 'vi43', 'V42M7', 'ii53', 'ii65', 'V42', 'I6', 'I6', 'I6', 'IV6', 'vi43', 'II65M7', 'V43M7', 'I6', 'I6', 'ii7', 'V43M7']",(I Don't Know Why) But I Do.1
0,120.00768049155145,F major,"['-', 'ii43', 'ii53', 'vii53', 'i', 'I6', 'I6', 'vi43', 'ii', 'ii', 'ii', 'V42', 'I6', 'I6', 'I', 'IV64', 'ii', 'ii43', 'V64', 'I6', 'ii64', 'I6', 'I6', 'ii6', 'ii', 'ii53', 'V42', 'I53', 'I6', 'I6', 'I64', 'IV6', 'iii7', 'II65M7', 'V43M7', 'I53', 'I53', 'IV53', 'IV64', 'I6', 'i', 'II53', 'V64', 'V43M7', 'I6', 'I6', 'ii64', 'v43', 'ii53', 'V42', 'I53', 'I6', 'I6', 'I64', 'IV6', 'vi43', 'II65M7', 'V43M7', 'I6', 'vi42', 'ii7', 'V43M7']",(I Don't Know Why) But I Do
0,127.00025400050802,b minor,"['-', '-', '-', 'i53', 'iv', 'VII', 'v53', 'i53', 'ii7', 'VII53', 'v', 'i53', 'i53', 'VII53', 'v53', 'i', 'v42', 'VII', 'vii', 'i64', 'VII', 'i64', 'iv', 'i64', 'i53', 'i7', 'i43', 'VII53', 'VII53', 'ii', 'ii42', 'i64', 'i53', 'i7', 'i43', 'VII53', 'VII53', 'ii42', 'ii', 'i53', 'iv53', 'VII53', 'v53', 'i53', 'iv53', 'VII53', 'v53', 'i53', 'iv53', 'VII53', 'v53', 'i53', 'iv53', 'VII53', 'v53', 'VI7', 'VI7', 'i53', 'VII', 'i43', 'VII53', 'i64', 'i64', 'i7', 'i64', 'VII53', 'VII53', 'ii42', 'VII', 'i64', 'i53', 'i7', 'i43', 'VII53', 'VII53', 'ii', 'ii', 'i53', 'iv53', 'VII53', 'v53', 'i53', 'iv53', 'VII53', 'v6', 'i53', 'iv53', 'VII53', 'v53', 'i53', 'iv53', 'VII53', 'v53', 'VI', 'VI53', 'iv7', 'i6', 'vi', 'vi', 'v7', 'v7', 'i53', 'vii', 'VII53', 'v', 'i53', 'iv', 'VII53', 'v53', 'VI65', 'iv', 'VII', 'v53', 'i53', 'ii7', 'VII', 'VII64', 'i53', 'iv53', 'VII53', 'v53', 'i53', 'iv53', 'VII53', 'v6', 'i53', 'iv53', 'VII53', 'v53', 'i53', 'iv53', 'VII53', 'v6', 'i53', 'iv53', 'VII53', 'v6', 'i53', 'iv53', 'VII53', 'v53', 'i53']",(I Just) Died in Your Arms
0,70.00023333411112,C major,"['-', 'vi', 'vi65', '#iv7', 'iii', 'iii', 'IV', 'iii', 'ii43', 'V53', 'biii', 'i64', 'III7', 'vii', 'v7', 'iii', 'i7', 'VI7', 'ii7', 'V7', 'ii7', 'iii6', 'I53', 'I7', 'I53', 'vi', 'V6', 'iii', 'I7', 'V53', 'v7', 'I53', 'v', 'ii7', 'V7', 'ii53', 'V7M7', '#iv', 'III', 'VI7', 'VI7', 'vi7', 'ii7', 'IV', 'III', 'i', 'vii7']",(I Left My Heart) In San Francisco.1
0,66.00006600006601,C major,"['-', 'vi42', '#iv7', 'III', 'vi65', 'I53', 'vi64', 'V7M7', 'ii65', '#iv43', 'iii7', 'vi53', 'III', 'IV42', 'I43', '#iv65o7', 'ii43', 'vii64', 'IV53', 'IV53', 'iii53', 'vi6', 'I64', 'V', 'iii6', '#i43', 'vi7', 'II43M7', 'VI42M7', 'ii', 'I43', 'vi7', 'ii43', 'vii64', 'V', 'V53', 'II', 'III65']",(I Left My Heart) In San Francisco
0,140.00014000014,e minor,"['-', '-', 'I64', 'VI53', 'III', '#vi6', 'III6', 'iv7', 'I', '#vi', 'I', 'IV64', 'I6', 'VI64', 'I53', 'IV42M7', 'i53', '#vi6', 'i42', 'VI53', 'i7', 'VI53', 'i53', '#vi6', 'III6', '#vi', 'III6', 'iv43', 'I', 'VI64', 'iv43', 'i', 'i', 'i', 'I53', 'I53', 'I6', 'VI64', 'i', 'IV64', 'I53', 'i', 'i53', 'i', 'i42', '#vi', 'i7', '#vi', 'i', '#vi', 'I', 'IV', 'I6', 'i', 'i53', 'IV64', 'iv43', 'i', 'I53', 'i7', 'I53', 'I53', 'i', 'i', 'i', 'i', 'I53', 'I53', 'I53', 'I53', 'i', 'i', 'i', 'I', 'IV53', 'iv']",(I'm Not Your) Steppin' Stone
