,bpm,key_signature,chords,song_name
0,76.99997818333952,C major,"['i', 'IV53', 'V', 'vi53', 'I53', 'V', 'V53', 'vi53', 'I53', 'I', 'I6', 'I6', 'I53', 'vi42', 'IV64', 'i', 'IV53', 'I', 'IV53', 'IV', 'V', 'IV53', 'I53', 'V53', 'I53', 'vi53', 'IV', 'I53', 'V53', 'I53', 'vi42', 'I53', 'iv', 'i', 'IV', 'vii42', 'IV53', 'I53', 'IV53', 'IV', 'vi42', 'IV65', 'V', 'ii43', 'IV53', 'I', 'IV53', 'i', 'ii43', 'IV53', 'I', 'IV53', 'V', 'vi53', 'I64', 'I53', 'I53']",Nessun rimpianto
0,80.0,G major,"['V53', 'V53', 'V53', 'iii', 'vi53', 'vii65', 'V53', 'bIII', 'vi', 'V64', '#i65o7', 'vi', 'vi6', 'iii53', '#i65', 'vi53', 'II', 'V53', 'iii7', 'vi', 'ii', 'V53', 'ii', '#iv42', 'iii53', 'vi43', 'V', '#i53', 'vii7', 'iii42', '#iv43', 'v', 'iv53', '#i42', 'bVI', 'bVI64', 'iv64', 'I7M7', 'bvi', 'bvi', 'ii64', 'bVI6', 'iv', 'bIII64', 'bVI', 'bvi', 'bVI64', 'bVI64']",Nessuno al mondo
0,138.0001932002705,b minor,"['-', '-', 'III53', 'III53', 'VI', 'IV42M7', 'IV64', 'i', 'i53', 'i53', 'i53', 'VII53', 'i53', 'bi', 'ii', 'i', 'IV7', 'ii', 'i', 'i53', 'i6', 'i53', 'i53', 'VII53', 'i53', 'bi', 'bi', 'i53', 'IV', 'III42', 'i53', 'bi', 'bi', 'i64', 'i', 'bi', 'i', 'bi', 'i64', 'i53', 'bi', 'i', 'VI53', 'bii53', 'bii6', 'bii53', 'bI53', 'bii53', 'VI', 'VI53', 'bii53', 'bV42', 'bIV', 'bii53', 'bii', 'VI53', 'bii', 'bii', 'VI', 'bii', 'bii53', 'bii64', 'bii53', 'bii53']",Nessuno mi puo giudicare.1
0,100.0,b minor,"['-', '-', 'iv42', 'III53', 'VI', 'i65', 'IV64', 'i', 'i53', 'v43', 'i53', 'i53', 'i53', 'v43', 'i53', 'i53', 'bi', 'bi', 'i', 'i', 'IV53', 'i', 'i53', 'i53', 'i6', 'v42', 'i6', 'i53', 'i53', 'v43', 'i53', 'i53', 'bi', 'bi', 'i53', 'i', 'IV64', 'i', 'i53', 'bi', 'bi', 'bi', 'i53', 'i64', 'bi', 'bi', 'IV53', 'bi', 'bi', 'bi', 'i53', 'i64', 'bi', 'bi', 'IV64', 'VI53', 'bii53', 'bIV53', 'bii6', 'bii53', 'bii53', 'vi43', 'bii53', 'bii53', 'VI64', 'VI53', 'bii53', 'bii', 'bV64', 'bii', 'bii53', 'VI64', 'VI64', 'VI53', 'bii6', 'bii64', 'VI64', 'VI53', 'bV64', 'bii64', 'bii64', 'bii53', 'bii53', 'bii']",Nessuno mi puo giudicare
0,142.00007100003552,C major,"['#iv', 'v42', 'v', 'i', 'v53', 'i', 'bIII', 'v53', 'i53', 'v53', 'i6', 'v53', 'vi7', 'v53', 'i53', 'I', 'V42', 'I', 'iii6', 'vi65', 'vi43', 'IV42', 'I', 'i42', 'iii', 'V65', 'I53', 'i42', 'vi', 'i53', 'bIII64', 'i53', 'bIII64', 'i53', 'II53', 'V64', 'V64', 'I', 'V42', 'I53', 'iii6', 'vi65', 'vi43', 'IV7', 'I', 'I43', 'iii', 'v42', 'I6', 'I6', 'vi43', 'i', 'i53', 'i42', 'i53', 'i', 'II65M7', 'V64', 'V64', 'I', 'vii', 'I65', 'IV', 'I42', 'IV', 'vi65', 'vi42', 'I', 'V', 'iii', 'iii', 'IV', 'vi', 'I', 'i']",Nessuno
0,108.00108001080011,A major,"['-', '-', 'V', 'ii', 'iv42', 'V53', 'V', 'ii', 'iv42', 'V65M7', 'v7', 'v7', 'v7', 'V53', 'V53', 'v7', 'iii', 'bv42', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'v43', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'v43', 'v43', 'v43', 'v65', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'v43', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'v', 'I65M7', 'I65M7', 'I65M7', 'I65M7', 'I65M7', 'I65M7', 'I65M7', 'I65M7', 'v', 'v', 'V65M7', 'V65M7', 'v', 'v', 'V65M7', 'V65M7', 'v43', 'v43', 'v43', 'v65', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'V53', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'V65M7', 'I65M7', 'I65M7', 'I65M7', 'I65M7', 'I65M7', 'I65M7', 'I65M7', 'I65M7', 'v', 'v', 'V65M7', 'V65M7', 'v', 'v', 'V65M7', 'V65M7', 'v7', '-', '-', 'bvii42', 'v', '-', '-', 'iv', 'v', 'v', 'bv42', 'v', 'v', 'v', 'i42', 'vii', 'I65M7', 'I65M7', 'I65M7', 'I65M7', 'I65M7', 'I65M7', 'I65M7', 'I65M7', 'v', 'v', 'V65M7', 'V65M7', 'v', 'v', 'V65M7', 'V65M7', 'v42', 'v42', 'v42', 'v42', 'v53', 'v53', 'V65M7', 'V65M7', 'V65M7', 'V53', 'V65M7', 'V65M7', 'V65M7', 'V53', 'V65M7', 'V65M7', 'V65M7', 'V53', 'V65M7', 'V65M7', 'V65M7', 'V53', 'V65M7', 'V65M7', 'v53', 'V', 'i', 'i', 'v', 'V6', 'v', 'v', 'v53', 'V', 'i', 'i', 'v', 'V6', 'v', 'v']",Neutron Dance
0,100.0,G major,"['-', 'v', 'v', 'v', 'v', 'i', 'v', 'V', 'v', 'i', 'V53', 'vii', 'v', 'ii42', 'v', 'i', 'v', 'ii42', 'V53', 'V', 'v']",Neve al sole.1
0,72.00002880001152,C major,"['I', 'I53', 'IV', 'I53', 'IV53', 'I6', 'iv7', 'ii53', 'V', 'I6', 'iv7', 'ii53', 'V7', 'iii6', 'biii', 'iii53', 'biii', 'I', 'II', 'iii', 'IV53', 'ii53', 'V53', 'iii', 'IV6', 'ii53', 'V53', 'I', 'iii', 'III53', 'III7M7', 'VI53', 'II6', 'II53', '#i6', 'I6', 'vi42', 'I64', 'ii53', 'V53', 'vi53', 'ii64', 'V53', 'iii65', 'biii', 'biii', 'I53', 'v', 'IV43', 'v43', 'iii', 'III', 'VI53', 'III7M7', 'VI53', 'II', 'II6', 'vi', 'iii65', 'V53', 'vi53', 'ii', '#i6', 'III53', 'III7M7', 'VI53', 'II', 'II', 'vi43', 'IV', 'I64', 'vi42', 'I', 'I', 'i', 'ii42']",Neve al sole
0,75.99996960001215,F major,"['ii42', 'v', 'v', 'v', 'v', 'I64', 'II', 'vi42', 'I64', 'I64', 'II', 'iv', 'I64', 'II53', 'I53', 'ii', 'iii53', 'vi7', 'v', 'v', 'I64', 'II', 'vi42', 'I64', 'I64', 'II', 'iv', 'I64', 'II53', 'I53', 'II', 'iii53', 'vi53', 'v', 'v', 'I', 'I', 'I6', 'V42', 'I6', 'I53', 'II', 'V', 'ii65', 'v42', 'ii', 'IV53', 'ii65', 'v42', 'iii7', 'ii7', 'I64', 'II', 'vi42', 'I64', 'I64', 'II', 'iv', 'I64', 'II53', 'I53', 'ii', 'iii53', 'vi53', 'v', 'v', 'v', 'v', 'iii53', 'II53', 'I64', 'V53']",Never a Time
0,136.00199469592218,g minor,"['-', '-', 'v43', 'V53', 'ii53', 'III53', 'IV53', 'V53', 'ii53', 'III53', 'IV53', 'V53', 'ii53', 'III53', 'IV53', 'V53', 'ii53', 'III53', 'IV53', 'V53', 'ii53', 'III53', 'IV53', 'V53', 'ii53', 'III53', 'IV53', 'v', 'iii', 'v', 'iii', '#i', '#i', '#i', 'iii', 'V53', 'ii53', 'III53', 'IV53', 'V64', 'ii53', 'III53', 'IV53', 'V64', 'ii53', 'III53', 'IV53', 'V64', 'ii53', 'III53', 'IV53', '#i53', '#i64', '#i64', '#i64', '#i53', '#i53', '#i53', '#i53', 'III7', 'ii53', 'III53', 'IV42M7', 'III7', 'ii53', 'III53', 'IV53', 'V64', 'ii53', 'III53', 'IV53', 'V64', 'ii53', 'III53', 'IV53', 'V53', 'ii53', 'III53', 'IV53', 'V53', 'ii53', 'III53', 'IV53', '#i53', '#i53', '#i53', 'ii', 'ii', 'iii', 'ii', 'iii', '#i', '#i', '#i', 'iii', 'ii42', '#i', '#i', 'iii', 'V64', 'ii53', 'III53', 'IV53', 'V64', 'ii53', 'III53', 'IV53', '#i53', '#i', '#i7', 'i', 'V', 'ii53', '#i7', 'IV53', 'V64', 'ii53', 'III53', 'IV53', 'V64', 'ii53', 'III53', 'IV53', 'V64', 'ii53', 'III53', 'IV53', 'V64', 'ii53', 'III53', 'IV53', '#i', '#i', 'v', 'iii', 'v']",Never Alone.1
0,128.0,g# minor,"['-', 'biv', 'biv64', 'bvi', 'VI53', 'biii', 'biv64', 'bvi', 'VI53', 'biii', 'biv64', 'bvi', 'VI53', 'biii', 'biv6', 'bvi', 'VI53', 'biii', 'biv6', 'VI', 'i42', 'bvi', 'iv65', 'iv6', 'bvi', 'VI', 'VI', 'bIV', 'bvi', 'i42', 'bvi', 'iv43', 'biv6', 'i42', 'biii', 'bvi', 'VI', 'biii', 'i42', 'biv65', 'i42', 'bvi', 'biii', 'biv6', 'VI', 'bvi', 'bvi', 'biii', 'biv6', 'bvi', 'VI53', 'biii', 'biv6', 'bvi', 'VI53', 'biii', 'i', 'iv43', 'biv', 'biv', 'bIV', 'VI6', 'iv', 'bvi53', 'bIV', 'bvi', 'VI', 'iv65', 'bvi53', 'biii', 'bvi6', 'i7', 'bvi', 'VI', 'biii', 'bvi', 'biii', 'bvi53', 'VI', 'biv6', 'bvi53', 'biii', 'bvi', 'vi', 'bvi']",Never Alone
0,80.0,E- major,"['-', 'ii', 'I6', 'V', 'I6', 'iii65', 'I6', 'V', 'I6', 'iii65', 'I6', 'V', 'I6', 'iii42', 'I6', 'V', 'I6', 'iii42', 'I6', 'V', 'I6', 'iii42', 'I6', 'V', 'I6', 'iii42', 'iii53', 'V', 'I6', 'iii42', 'iii53', 'V', 'I6', 'iii42', 'iii53', 'V', 'I6', 'iii42', 'I6', 'V', 'I6', 'iii65', 'I6', 'V', 'I6', 'iii65', 'iii53', 'V', 'I6', 'iii42', 'iii53', 'V', 'I6', 'iii42', 'iii53', 'V', 'I6', 'V', 'I7', 'vii', 'I7', 'iii42', 'I', 'v', 'I', 'iii42', 'I', 'v', 'I', 'iii42', 'I6', 'V', 'I6', 'iii42', 'iii53', 'V', 'I6', 'iii42', 'iii53', 'V', 'I6', 'iii42', 'iii53', 'V', 'I6', 'V']",Never Be the Same Again (feat. Lisa _Left Eye_ Lopes)
0,93.00004185001883,F major,"['IV53', 'IV53', 'I64', 'IV', 'IV53', 'I64', 'V53', 'vi42', 'I53', 'IV64', 'IV', 'I64', 'IV64', 'I64', 'I64', 'V6', 'I64', 'I53', 'IV53', 'I64', 'I64', 'IV64', 'I64', 'I64', 'ii6', 'I64', 'I53', 'IV53', 'I64', 'I64', 'IV53', 'vi42', 'iii', 'ii6', 'I64', 'I53', 'IV53', 'I53', 'I64', 'IV53', 'I53', 'I64', 'ii', 'I64', 'I53', 'IV53', 'I64', 'I64', 'IV53', 'I64', 'iii', 'IV53', 'I64', 'i', 'I', 'i']",Never Been to Spain
0,134.00005806669185,C major,"['-', 'I6', 'vi42', 'IV7', 'IV7', 'iii65', 'IV7', 'i', 'I', 'v', 'I53', 'v42', 'I7', 'i7', 'IV7', 'IV53', 'I6', 'i', 'i43', 'iv', 'I6', 'I6', 'i43', 'iv', 'I53', 'i', 'IV7', 'iii65', 'IV7', 'I', 'v', 'I65M7', 'v42', 'I7', 'i43', 'IV7', 'IV53', 'I53', 'I6', 'i43', 'iv', 'I6', 'I6', 'i43', 'iv', 'I6', 'IV7', 'IV7', 'iii65', 'IV7', 'IV7', 'V', 'I53', 'v42', 'I53', 'v42', 'I7', 'i42', 'IV7', 'ii65', 'IV65M7', 'I6', 'i43', 'IV53', 'I6', 'I6', 'I6', 'i43', 'iv', 'I6', 'I6']",Never Can Say Goodbye.1
0,134.00005806669185,C major,"['-', '-', '-', '-', 'I6', 'vi42', 'vi43', 'IV7', 'IV7', 'iii65', 'iii65', 'IV7', 'IV7', 'i', 'V53', 'I53', 'I53', 'v43', 'v43', 'I6', 'I6', 'v42', 'v42', 'I7', 'I7', 'v42', 'I65M7', 'IV7', 'IV7', 'ii7', 'i', 'I53', 'I6', 'i42', 'i43', 'iv', 'iv', 'I53', 'i', 'I53', 'I6', 'i42', 'i43', 'iv', 'iv', 'I53', 'i', 'IV7', 'IV7', 'iii43', 'iii65', 'IV7', 'IV7', 'vi42', 'V53', 'I', 'I53', 'v43', 'v43', 'I53', 'I6', 'v42', 'v42', 'I7', 'I7', 'iv', 'i42', 'vi7', 'IV7', 'ii7', 'IV53', 'I53', 'I6', 'i', 'i43', 'IV64', 'iv', 'I53', 'I6', 'I6', 'I6', 'i', 'i43', 'IV64', 'iv', 'I53', 'I6', 'IV7', 'IV7', 'iii65', 'iii65', 'IV7', 'IV7', 'ii65', 'V53', 'I64', 'I53', 'v42', 'v42', 'I64', 'I53', 'v42', 'v42', 'iii', 'iii53', 'iv', 'i42', 'vi7', 'IV7', 'ii7', 'ii7', 'vi42', 'i64', 'I6', 'i64', 'i43', 'IV53', 'iv', 'I6', 'I53', 'I6', 'I6', 'i', 'i65', 'IV64', 'iv', 'I53', 'I6', 'biii']",Never Can Say Goodbye.2
0,82.00003553334872,D major,"['I53', 'vi42', 'I', 'ii7', 'vi42', 'IV7', 'i', 'ii42', 'I7', 'v', 'V', 'bVII', 'IV7', 'IV53', 'IV7', 'vi42', 'ii65', 'i', 'v', 'I', 'bVII64', 'iii7', 'v42', 'IV53', 'vi42', 'I53', 'i53', 'i', 'I7', 'i7', 'bii42', 'IV7', 'IV7', 'ii7', 'ii65', 'I7', 'bVII', 'i', 'bVII', 'i', 'iv', 'vi', 'iii6', 'i7', 'iv', 'i', 'I53', 'i7', 'iv', 'I7', 'i53', '#iv', 'vi', 'I7', 'i7', 'iv', 'iii6', 'iii6']",Never Can Say Goodbye
0,140.00014000014,E major,"['-', 'I53', 'bi', 'vi53', 'ii65', 'I53', 'vi', 'vi42', 'vi7', 'vi42', 'v', 'vi7', 'bi64', 'vi42', 'vi42', 'vi7', 'bi', 'I', 'bi', 'I53', 'vi42', 'vi53', 'v42', 'vi', 'ii', 'i', 'iii', 'I53', 'bi', 'IV6', 'bi', 'IV6', 'IV', 'I6', 'I53', 'vi53', 'vi42', 'vi7', 'vi7', 'vi65', 'vi42', 'vi7', 'ii', 'i', 'IV', 'I53', 'i', 'IV6', 'iv', 'ii43', 'ii', 'i', 'I64', 'I53', 'bi', 'IV6', 'iv', 'IV7', 'bi', 'I6', 'vi', 'ii42', 'IV7', 'vi42', 'vi', 'vi7', 'vi42', 'bi', 'vi42', 'vi42', 'vi7', 'vi7', 'I53', 'ii65', 'I53', 'i', 'vi53', 'ii', 'ii43', 'ii7', 'I53', 'iv', 'I53', 'vi42', 'vi53', 'v42', 'ii43', 'bi', 'I53', 'iv', 'I53', 'bi', 'IV6', 'v42', 'ii43', 'iii65', 'I', 'bVI42M7', 'vi42', 'IV53', 'I53', 'IV7M7', 'ii43', 'iv', 'I', 'i', 'I53']",Never Die Young
